inst#,actual,predicted,error,prediction
1223,32:109,24:101,+,0.132
1224,32:109,24:101,+,0.096
1225,32:109,24:101,+,0.102
1226,32:109,24:101,+,0.139
1227,32:109,24:101,+,0.152
1228,32:109,24:101,+,0.12
1229,32:109,24:101,+,0.121
1230,32:109,20:97,+,0.095
1231,32:109,24:101,+,0.137
1232,32:109,24:101,+,0.075
1233,32:109,24:101,+,0.138
1234,32:109,24:101,+,0.144
1235,32:109,24:101,+,0.103
1236,32:109,24:101,+,0.121
1237,32:109,24:101,+,0.135
1238,32:109,24:101,+,0.137
1239,34:111,24:101,+,0.133
1240,34:111,24:101,+,0.108
1241,34:111,24:101,+,0.152
1242,34:111,24:101,+,0.096
1243,34:111,24:101,+,0.09
1244,34:111,24:101,+,0.135
1245,34:111,24:101,+,0.109
1246,34:111,24:101,+,0.123
1247,34:111,24:101,+,0.113
1248,34:111,24:101,+,0.117
1249,34:111,24:101,+,0.138
1250,34:111,24:101,+,0.128
1251,34:111,24:101,+,0.14
1252,34:111,24:101,+,0.13
1253,34:111,24:101,+,0.122
1254,34:111,24:101,+,0.141
1255,34:111,24:101,+,0.093
1256,34:111,24:101,+,0.119
1257,34:111,24:101,+,0.127
1258,34:111,24:101,+,0.125
1259,34:111,24:101,+,0.168
1260,34:111,24:101,+,0.132
1261,34:111,24:101,+,0.124
1262,34:111,24:101,+,0.131
1263,34:111,24:101,+,0.138
1264,34:111,24:101,+,0.12
1265,34:111,24:101,+,0.14
1266,34:111,24:101,+,0.126
1267,34:111,24:101,+,0.146
1268,34:111,24:101,+,0.125
1269,34:111,24:101,+,0.128
1270,34:111,24:101,+,0.126
1271,34:111,24:101,+,0.098
1272,34:111,24:101,+,0.127
1273,34:111,24:101,+,0.126
1274,34:111,24:101,+,0.118
1275,34:111,24:101,+,0.123
1276,34:111,24:101,+,0.135
1277,34:111,24:101,+,0.087
1278,34:111,24:101,+,0.106
1279,34:111,24:101,+,0.134
1280,34:111,24:101,+,0.119
1281,34:111,24:101,+,0.143
1282,34:111,24:101,+,0.16
1283,34:111,24:101,+,0.13
1284,34:111,24:101,+,0.145
1285,34:111,24:101,+,0.098
1286,34:111,24:101,+,0.106
1287,34:111,24:101,+,0.121
1288,34:111,24:101,+,0.145
1289,34:111,24:101,+,0.129
1290,34:111,24:101,+,0.105
1291,34:111,24:101,+,0.13
1292,34:111,24:101,+,0.13
1293,34:111,24:101,+,0.119
1294,34:111,24:101,+,0.161
1295,34:111,24:101,+,0.117
1296,34:111,24:101,+,0.091
1297,34:111,24:101,+,0.13
1298,34:111,24:101,+,0.124
1299,34:111,24:101,+,0.149
1300,34:111,24:101,+,0.136
1301,34:111,24:101,+,0.128
1302,34:111,24:101,+,0.127
1303,34:111,24:101,+,0.143
1304,34:111,24:101,+,0.133
1305,34:111,24:101,+,0.123
1306,34:111,24:101,+,0.145
1307,34:111,24:101,+,0.122
1308,34:111,24:101,+,0.138
1309,34:111,24:101,+,0.128
1310,34:111,24:101,+,0.143
1311,34:111,24:101,+,0.107
1312,34:111,24:101,+,0.099
1313,34:111,24:101,+,0.126
1314,34:111,24:101,+,0.071
1315,34:111,24:101,+,0.137
1316,34:111,24:101,+,0.142
1317,34:111,24:101,+,0.165
1318,34:111,24:101,+,0.118
1319,34:111,24:101,+,0.126
1320,34:111,24:101,+,0.113
1321,34:111,24:101,+,0.122
1322,34:111,24:101,+,0.136
1323,34:111,24:101,+,0.146
1324,34:111,24:101,+,0.144
1325,34:111,24:101,+,0.115
1326,34:111,24:101,+,0.098
1327,34:111,24:101,+,0.133
1328,34:111,24:101,+,0.119
1329,34:111,24:101,+,0.13
1330,34:111,24:101,+,0.113
1331,34:111,24:101,+,0.125
1332,34:111,24:101,+,0.156
1333,34:111,24:101,+,0.126
1334,34:111,24:101,+,0.135
1335,34:111,24:101,+,0.129
1336,34:111,24:101,+,0.097
1337,34:111,24:101,+,0.127
1338,34:111,24:101,+,0.132
1339,34:111,24:101,+,0.126
1340,34:111,24:101,+,0.108
1341,34:111,24:101,+,0.136
1342,34:111,24:101,+,0.122
1343,34:111,24:101,+,0.122
1344,34:111,24:101,+,0.107
1345,34:111,24:101,+,0.128
1346,34:111,24:101,+,0.138
1347,34:111,24:101,+,0.107
1348,34:111,24:101,+,0.107
1349,34:111,24:101,+,0.135
1350,34:111,24:101,+,0.14
1351,34:111,24:101,+,0.113
1352,34:111,24:101,+,0.105
1353,34:111,24:101,+,0.135
1354,34:111,24:101,+,0.082
1355,34:111,24:101,+,0.1
1356,34:111,24:101,+,0.162
1357,34:111,24:101,+,0.117
1358,34:111,24:101,+,0.11
1359,34:111,24:101,+,0.147
1360,34:111,24:101,+,0.109
1361,34:111,24:101,+,0.14
1362,34:111,24:101,+,0.109
1363,34:111,24:101,+,0.131
1364,34:111,24:101,+,0.081
1365,34:111,24:101,+,0.135
1366,34:111,24:101,+,0.113
1367,34:111,24:101,+,0.099
1368,34:111,24:101,+,0.138
1369,34:111,24:101,+,0.145
1370,34:111,24:101,+,0.131
1371,34:111,24:101,+,0.134
1372,34:111,24:101,+,0.104
1373,34:111,24:101,+,0.097
1374,34:111,24:101,+,0.119
1375,34:111,24:101,+,0.136
1376,34:111,24:101,+,0.12
1377,34:111,24:101,+,0.107
1378,34:111,24:101,+,0.147
1379,34:111,24:101,+,0.1
1380,34:111,24:101,+,0.119
1381,34:111,24:101,+,0.116
1382,34:111,24:101,+,0.098
1383,34:111,24:101,+,0.077
1384,34:111,24:101,+,0.141
1385,34:111,24:101,+,0.142
1386,34:111,24:101,+,0.115
1387,34:111,24:101,+,0.155
1388,34:111,24:101,+,0.125
1389,34:111,24:101,+,0.133
1390,34:111,24:101,+,0.141
1391,34:111,24:101,+,0.126
1392,34:111,24:101,+,0.147
1393,34:111,24:101,+,0.116
1394,34:111,24:101,+,0.134
1395,34:111,24:101,+,0.149
1396,34:111,24:101,+,0.134
1397,37:114,24:101,+,0.128
1398,37:114,24:101,+,0.14
1399,37:114,24:101,+,0.137
1400,37:114,24:101,+,0.135
1401,37:114,24:101,+,0.103
1402,37:114,24:101,+,0.105
1403,37:114,24:101,+,0.131
1404,37:114,24:101,+,0.149
1405,37:114,24:101,+,0.146
1406,37:114,24:101,+,0.121
1407,37:114,24:101,+,0.13
1408,37:114,24:101,+,0.111
1409,37:114,24:101,+,0.145
1410,37:114,24:101,+,0.077
1411,37:114,24:101,+,0.104
1412,37:114,24:101,+,0.134
1413,37:114,24:101,+,0.134
1414,37:114,24:101,+,0.111
1415,37:114,20:97,+,0.083
1416,37:114,24:101,+,0.138
1417,37:114,24:101,+,0.135
1418,37:114,20:97,+,0.079
1419,37:114,24:101,+,0.161
1420,37:114,24:101,+,0.131
1421,37:114,24:101,+,0.146
1422,37:114,24:101,+,0.151
1423,37:114,24:101,+,0.144
1424,37:114,24:101,+,0.094
1425,37:114,24:101,+,0.122
1426,37:114,24:101,+,0.135
1427,37:114,24:101,+,0.147
1428,37:114,24:101,+,0.125
1429,37:114,24:101,+,0.179
1430,37:114,24:101,+,0.119
1431,37:114,24:101,+,0.14
1432,37:114,24:101,+,0.099
1433,37:114,24:101,+,0.142
1434,37:114,24:101,+,0.099
1435,37:114,24:101,+,0.145
1436,37:114,24:101,+,0.141
1437,37:114,24:101,+,0.133
1438,37:114,24:101,+,0.092
1439,37:114,24:101,+,0.085
1440,37:114,24:101,+,0.144
1441,37:114,24:101,+,0.112
1442,37:114,24:101,+,0.125
1443,37:114,24:101,+,0.123
1444,37:114,24:101,+,0.139
1445,37:114,24:101,+,0.098
1446,37:114,24:101,+,0.1
1447,37:114,24:101,+,0.149
1448,37:114,24:101,+,0.135
1449,37:114,24:101,+,0.128
1450,37:114,24:101,+,0.12
1451,37:114,24:101,+,0.128
1452,37:114,24:101,+,0.086
1453,37:114,24:101,+,0.135
1454,37:114,24:101,+,0.135
1455,37:114,24:101,+,0.127
1456,37:114,24:101,+,0.143
1457,37:114,24:101,+,0.128
1458,37:114,24:101,+,0.096
1459,37:114,24:101,+,0.144
1460,37:114,24:101,+,0.132
1461,37:114,24:101,+,0.086
1462,37:114,24:101,+,0.121
1463,37:114,24:101,+,0.104
1464,37:114,24:101,+,0.138
1465,37:114,24:101,+,0.134
1466,37:114,24:101,+,0.152
1467,37:114,24:101,+,0.137
1468,37:114,24:101,+,0.14
1469,37:114,24:101,+,0.147
1470,37:114,24:101,+,0.111
1471,37:114,24:101,+,0.146
1472,37:114,24:101,+,0.107
1473,37:114,24:101,+,0.132
1474,37:114,24:101,+,0.153
1475,37:114,24:101,+,0.11
1476,37:114,24:101,+,0.161
1477,37:114,24:101,+,0.1
1478,37:114,24:101,+,0.113
1479,37:114,24:101,+,0.09
1480,37:114,24:101,+,0.117
1481,37:114,24:101,+,0.128
1482,37:114,24:101,+,0.101
1483,37:114,24:101,+,0.101
1484,37:114,24:101,+,0.123
1485,37:114,24:101,+,0.117
1486,37:114,24:101,+,0.14
1487,37:114,24:101,+,0.119
1488,37:114,24:101,+,0.136
1489,37:114,24:101,+,0.138
1490,37:114,24:101,+,0.094
1491,37:114,24:101,+,0.147
1492,37:114,24:101,+,0.153
1493,37:114,24:101,+,0.12
1494,37:114,24:101,+,0.12
1495,37:114,24:101,+,0.102
1496,37:114,24:101,+,0.112
1497,37:114,24:101,+,0.144
1498,37:114,24:101,+,0.093
1499,37:114,24:101,+,0.08
1500,37:114,24:101,+,0.142
1501,37:114,24:101,+,0.143
1502,37:114,24:101,+,0.091
1503,37:114,24:101,+,0.113
1504,37:114,24:101,+,0.12
1505,37:114,24:101,+,0.121
1506,37:114,24:101,+,0.121
1507,37:114,24:101,+,0.126
1508,37:114,24:101,+,0.128
1509,37:114,24:101,+,0.132
1510,37:114,24:101,+,0.159
1511,37:114,24:101,+,0.136
1512,37:114,24:101,+,0.098
1513,37:114,24:101,+,0.145
1514,37:114,24:101,+,0.131
1515,37:114,24:101,+,0.107
1516,37:114,24:101,+,0.134
1517,37:114,24:101,+,0.1
1518,37:114,24:101,+,0.144
1519,37:114,24:101,+,0.139
1520,37:114,24:101,+,0.118
1521,37:114,24:101,+,0.112
1522,37:114,24:101,+,0.123
1523,37:114,24:101,+,0.124
1524,37:114,24:101,+,0.134
1525,37:114,24:101,+,0.125
1526,37:114,24:101,+,0.112
1527,37:114,24:101,+,0.123
1528,30:107,24:101,+,0.103
1529,30:107,24:101,+,0.133
1530,30:107,24:101,+,0.125
1531,30:107,24:101,+,0.072
1532,30:107,24:101,+,0.095
1533,30:107,24:101,+,0.069
1534,30:107,24:101,+,0.083
1535,30:107,24:101,+,0.165
1536,30:107,24:101,+,0.124
1537,27:104,24:101,+,0.071
1538,27:104,24:101,+,0.112
1539,27:104,24:101,+,0.134
1540,27:104,24:101,+,0.143
1541,27:104,24:101,+,0.131
1542,27:104,24:101,+,0.125
1543,27:104,24:101,+,0.153
1544,27:104,24:101,+,0.126
1545,27:104,24:101,+,0.132
1546,27:104,24:101,+,0.132
1547,27:104,24:101,+,0.107
1548,27:104,24:101,+,0.142
1549,27:104,24:101,+,0.15
1550,27:104,24:101,+,0.123
1551,27:104,24:101,+,0.145
1552,27:104,24:101,+,0.12
1553,27:104,24:101,+,0.068
1554,27:104,24:101,+,0.127
1555,27:104,24:101,+,0.109
1556,27:104,24:101,+,0.161
1557,27:104,24:101,+,0.158
1558,27:104,24:101,+,0.101
1559,27:104,24:101,+,0.093
1560,27:104,24:101,+,0.108
1561,27:104,24:101,+,0.136
1562,27:104,24:101,+,0.141
1563,11:51,24:101,+,0.11
1564,11:51,24:101,+,0.086
1565,11:51,24:101,+,0.124
1566,11:51,24:101,+,0.159
1567,11:51,24:101,+,0.104
1568,11:51,24:101,+,0.103
1569,11:51,24:101,+,0.105
1570,11:51,24:101,+,0.131
1571,11:51,24:101,+,0.122
1572,11:51,24:101,+,0.103
1573,11:51,24:101,+,0.114
1574,11:51,24:101,+,0.142
1575,11:51,17:57,+,0.079
1576,11:51,24:101,+,0.143
1577,11:51,24:101,+,0.133
1578,11:51,24:101,+,0.124
1579,11:51,24:101,+,0.078
1580,11:51,24:101,+,0.092
1581,17:57,24:101,+,0.062
1582,17:57,24:101,+,0.109
1583,17:57,24:101,+,0.118
1584,17:57,17:57,,0.08
1585,17:57,24:101,+,0.079
1586,17:57,24:101,+,0.113
1587,17:57,17:57,,0.07
1588,17:57,24:101,+,0.144
1589,17:57,24:101,+,0.136
1590,17:57,17:57,,0.077
1591,17:57,24:101,+,0.087
1592,17:57,24:101,+,0.127
1593,17:57,24:101,+,0.096
1594,17:57,24:101,+,0.082
1595,17:57,24:101,+,0.112
1596,17:57,24:101,+,0.072
1597,17:57,24:101,+,0.08
1598,17:57,24:101,+,0.094
1599,33:110,24:101,+,0.13
1600,33:110,24:101,+,0.139
1601,33:110,24:101,+,0.096
1602,33:110,24:101,+,0.141
1603,33:110,24:101,+,0.129
1604,33:110,24:101,+,0.13
1605,33:110,24:101,+,0.102
1606,33:110,24:101,+,0.139
1607,33:110,24:101,+,0.118
1608,33:110,24:101,+,0.128
1609,33:110,24:101,+,0.099
1610,33:110,24:101,+,0.136
1611,33:110,24:101,+,0.129
1612,33:110,24:101,+,0.116
1613,33:110,24:101,+,0.132
1614,33:110,24:101,+,0.112
1615,33:110,24:101,+,0.132
1616,33:110,24:101,+,0.163
1617,33:110,24:101,+,0.13
1618,33:110,24:101,+,0.138
1619,33:110,24:101,+,0.138
1620,33:110,24:101,+,0.128
1621,33:110,24:101,+,0.18
1622,33:110,24:101,+,0.115
1623,33:110,24:101,+,0.116
1624,33:110,24:101,+,0.124
1625,33:110,24:101,+,0.135
1626,33:110,24:101,+,0.117
1627,33:110,24:101,+,0.135
1628,33:110,24:101,+,0.13
1629,33:110,24:101,+,0.109
1630,33:110,24:101,+,0.098
1631,33:110,24:101,+,0.14
1632,33:110,24:101,+,0.106
1633,33:110,24:101,+,0.14
1634,33:110,24:101,+,0.105
1635,33:110,24:101,+,0.141
1636,33:110,24:101,+,0.13
1637,33:110,24:101,+,0.127
1638,33:110,24:101,+,0.139
1639,33:110,24:101,+,0.136
1640,33:110,24:101,+,0.156
1641,33:110,24:101,+,0.144
1642,33:110,24:101,+,0.151
1643,33:110,24:101,+,0.11
1644,33:110,24:101,+,0.121
1645,33:110,24:101,+,0.098
1646,33:110,24:101,+,0.115
1647,33:110,24:101,+,0.14
1648,33:110,24:101,+,0.096
1649,33:110,24:101,+,0.132
1650,33:110,24:101,+,0.124
1651,33:110,24:101,+,0.12
1652,33:110,24:101,+,0.138
1653,33:110,24:101,+,0.111
1654,33:110,24:101,+,0.122
1655,33:110,24:101,+,0.135
1656,33:110,24:101,+,0.12
1657,33:110,24:101,+,0.143
1658,33:110,24:101,+,0.134
1659,33:110,24:101,+,0.139
1660,33:110,24:101,+,0.138
1661,33:110,24:101,+,0.091
1662,33:110,24:101,+,0.126
1663,33:110,24:101,+,0.145
1664,33:110,24:101,+,0.101
1665,33:110,24:101,+,0.153
1666,33:110,24:101,+,0.123
1667,33:110,24:101,+,0.144
1668,33:110,24:101,+,0.092
1669,33:110,24:101,+,0.084
1670,33:110,24:101,+,0.098
1671,33:110,24:101,+,0.11
1672,33:110,24:101,+,0.133
1673,33:110,24:101,+,0.141
1674,33:110,24:101,+,0.11
1675,33:110,24:101,+,0.148
1676,33:110,24:101,+,0.134
1677,33:110,24:101,+,0.136
1678,33:110,24:101,+,0.148
1679,33:110,24:101,+,0.108
1680,33:110,24:101,+,0.098
1681,33:110,24:101,+,0.133
1682,33:110,24:101,+,0.145
1683,33:110,24:101,+,0.073
1684,33:110,24:101,+,0.152
1685,33:110,24:101,+,0.141
1686,33:110,24:101,+,0.129
1687,33:110,24:101,+,0.095
1688,33:110,24:101,+,0.137
1689,33:110,24:101,+,0.163
1690,33:110,24:101,+,0.094
1691,33:110,24:101,+,0.141
1692,33:110,24:101,+,0.088
1693,33:110,24:101,+,0.111
1694,33:110,24:101,+,0.102
1695,33:110,24:101,+,0.125
1696,33:110,24:101,+,0.112
1697,33:110,24:101,+,0.144
1698,33:110,24:101,+,0.141
1699,33:110,24:101,+,0.134
1700,33:110,24:101,+,0.097
1701,33:110,24:101,+,0.124
1702,33:110,24:101,+,0.1
1703,33:110,24:101,+,0.093
1704,33:110,24:101,+,0.114
1705,33:110,24:101,+,0.11
1706,33:110,24:101,+,0.136
1707,33:110,24:101,+,0.135
1708,33:110,24:101,+,0.146
1709,33:110,24:101,+,0.093
1710,33:110,24:101,+,0.113
1711,33:110,24:101,+,0.107
1712,33:110,24:101,+,0.109
1713,33:110,24:101,+,0.119
1714,1:8,24:101,+,0.13
1715,1:8,24:101,+,0.125
1716,1:8,24:101,+,0.128
1717,1:8,24:101,+,0.135
1718,1:8,20:97,+,0.108
1719,1:8,24:101,+,0.149
1720,1:8,24:101,+,0.117
1721,1:8,24:101,+,0.118
1722,1:8,24:101,+,0.106
1723,1:8,24:101,+,0.133
1724,1:8,24:101,+,0.117
1725,1:8,20:97,+,0.086
1726,1:8,24:101,+,0.138
1727,1:8,24:101,+,0.154
1728,1:8,24:101,+,0.13
1729,1:8,24:101,+,0.116
1730,1:8,24:101,+,0.087
1731,1:8,24:101,+,0.102
1732,1:8,24:101,+,0.137
1733,1:8,24:101,+,0.145
1734,1:8,24:101,+,0.131
1735,1:8,24:101,+,0.089
1736,1:8,24:101,+,0.099
1737,1:8,24:101,+,0.125
1738,1:8,24:101,+,0.141
1739,1:8,24:101,+,0.126
1740,1:8,24:101,+,0.112
1741,1:8,24:101,+,0.092
1742,1:8,24:101,+,0.133
1743,1:8,24:101,+,0.141
1744,1:8,24:101,+,0.13
1745,1:8,24:101,+,0.144
1746,1:8,24:101,+,0.101
1747,1:8,24:101,+,0.081
1748,1:8,24:101,+,0.126
1749,1:8,24:101,+,0.123
1750,1:8,24:101,+,0.143
1751,1:8,24:101,+,0.125
1752,1:8,19:96,+,0.063
1753,1:8,24:101,+,0.146
1754,1:8,24:101,+,0.125
1755,1:8,24:101,+,0.135
1756,1:8,24:101,+,0.121
1757,1:8,24:101,+,0.129
1758,1:8,24:101,+,0.119
1759,1:8,24:101,+,0.131
1760,1:8,24:101,+,0.107
1761,1:8,24:101,+,0.141
1762,1:8,24:101,+,0.141
1763,1:8,24:101,+,0.107
1764,1:8,24:101,+,0.139
1765,1:8,24:101,+,0.112
1766,1:8,24:101,+,0.136
1767,1:8,24:101,+,0.108
1768,1:8,24:101,+,0.127
1769,1:8,24:101,+,0.138
1770,1:8,24:101,+,0.145
1771,1:8,24:101,+,0.144
1772,1:8,24:101,+,0.138
1773,1:8,24:101,+,0.127
1774,1:8,24:101,+,0.122
1775,1:8,24:101,+,0.132
1776,39:116,24:101,+,0.1
1777,39:116,24:101,+,0.12
1778,39:116,24:101,+,0.102
1779,39:116,24:101,+,0.104
1780,39:116,24:101,+,0.125
1781,39:116,24:101,+,0.119
1782,39:116,24:101,+,0.132
1783,39:116,24:101,+,0.13
1784,39:116,24:101,+,0.129
1785,39:116,24:101,+,0.098
1786,39:116,24:101,+,0.129
1787,39:116,24:101,+,0.1
1788,39:116,24:101,+,0.127
1789,39:116,3:39,+,0.107
1790,39:116,24:101,+,0.144
1791,39:116,24:101,+,0.142
1792,39:116,24:101,+,0.147
1793,39:116,24:101,+,0.104
1794,39:116,24:101,+,0.163
1795,39:116,24:101,+,0.127
1796,39:116,24:101,+,0.107
1797,39:116,24:101,+,0.115
1798,39:116,24:101,+,0.112
1799,39:116,24:101,+,0.084
1800,39:116,24:101,+,0.137
1801,39:116,24:101,+,0.123
1802,39:116,24:101,+,0.123
1803,39:116,24:101,+,0.123
1804,39:116,24:101,+,0.127
1805,39:116,24:101,+,0.144
1806,39:116,24:101,+,0.104
1807,39:116,24:101,+,0.108
1808,39:116,24:101,+,0.134
1809,39:116,24:101,+,0.12
1810,39:116,24:101,+,0.124
1811,39:116,24:101,+,0.135
1812,39:116,24:101,+,0.127
1813,39:116,24:101,+,0.112
1814,39:116,24:101,+,0.082
1815,39:116,24:101,+,0.123
1816,39:116,24:101,+,0.127
1817,39:116,24:101,+,0.143
1818,39:116,24:101,+,0.154
1819,39:116,24:101,+,0.11
1820,39:116,24:101,+,0.134
1821,39:116,24:101,+,0.122
1822,39:116,24:101,+,0.129
1823,39:116,24:101,+,0.135
1824,39:116,24:101,+,0.13
1825,39:116,24:101,+,0.116
1826,39:116,24:101,+,0.128
1827,39:116,20:97,+,0.124
1828,39:116,24:101,+,0.117
1829,39:116,24:101,+,0.132
1830,39:116,24:101,+,0.111
1831,39:116,24:101,+,0.122
1832,39:116,24:101,+,0.123
1833,39:116,24:101,+,0.12
1834,39:116,24:101,+,0.104
1835,39:116,24:101,+,0.131
1836,39:116,24:101,+,0.133
1837,39:116,24:101,+,0.133
1838,39:116,24:101,+,0.159
1839,39:116,24:101,+,0.103
1840,39:116,24:101,+,0.136
1841,39:116,24:101,+,0.124
1842,39:116,24:101,+,0.132
1843,39:116,24:101,+,0.114
1844,39:116,24:101,+,0.148
1845,39:116,24:101,+,0.143
1846,39:116,24:101,+,0.123
1847,39:116,24:101,+,0.12
1848,39:116,24:101,+,0.129
1849,39:116,24:101,+,0.128
1850,39:116,24:101,+,0.126
1851,39:116,24:101,+,0.116
1852,39:116,24:101,+,0.139
1853,39:116,24:101,+,0.138
1854,39:116,24:101,+,0.123
1855,39:116,24:101,+,0.129
1856,39:116,24:101,+,0.116
1857,39:116,24:101,+,0.134
1858,39:116,24:101,+,0.113
1859,39:116,24:101,+,0.13
1860,39:116,24:101,+,0.129
1861,39:116,24:101,+,0.13
1862,39:116,24:101,+,0.138
1863,39:116,24:101,+,0.111
1864,39:116,24:101,+,0.133
1865,39:116,24:101,+,0.103
1866,39:116,24:101,+,0.151
1867,39:116,24:101,+,0.155
1868,39:116,24:101,+,0.131
1869,39:116,24:101,+,0.11
1870,39:116,24:101,+,0.154
1871,39:116,24:101,+,0.149
1872,39:116,24:101,+,0.103
1873,39:116,24:101,+,0.131
1874,39:116,24:101,+,0.096
1875,3:39,24:101,+,0.077
1876,3:39,24:101,+,0.096
1877,3:39,24:101,+,0.083
1878,3:39,24:101,+,0.103
1879,3:39,24:101,+,0.151
1880,3:39,24:101,+,0.101
1881,3:39,24:101,+,0.064
1882,3:39,24:101,+,0.088
1883,3:39,48:186,+,0.108
1884,3:39,24:101,+,0.096
1885,3:39,49:231,+,0.061
1886,3:39,24:101,+,0.066
1887,15:55,24:101,+,0.11
1888,15:55,24:101,+,0.13
1889,15:55,24:101,+,0.078
1890,15:55,24:101,+,0.089
1891,15:55,24:101,+,0.152
1892,15:55,24:101,+,0.121
1893,15:55,24:101,+,0.108
1894,15:55,24:101,+,0.081
1895,15:55,24:101,+,0.097
1896,15:55,17:57,+,0.085
1897,15:55,13:53,+,0.064
1898,15:55,24:101,+,0.073
1899,15:55,24:101,+,0.099
1900,15:55,24:101,+,0.076
1901,15:55,24:101,+,0.109
1902,15:55,24:101,+,0.072
1903,15:55,24:101,+,0.076
1904,15:55,24:101,+,0.091
1905,36:113,24:101,+,0.109
1906,36:113,24:101,+,0.138
1907,36:113,24:101,+,0.125
1908,36:113,24:101,+,0.129
1909,36:113,24:101,+,0.067
1910,36:113,24:101,+,0.133
1911,36:113,24:101,+,0.127
1912,36:113,24:101,+,0.145
1913,36:113,24:101,+,0.124
1914,36:113,24:101,+,0.125
1915,36:113,24:101,+,0.095
1916,36:113,24:101,+,0.135
1917,36:113,24:101,+,0.114
1918,36:113,24:101,+,0.122
1919,36:113,24:101,+,0.108
1920,36:113,24:101,+,0.117
1921,36:113,24:101,+,0.134
1922,36:113,24:101,+,0.116
1923,36:113,24:101,+,0.127
1924,36:113,24:101,+,0.15
1925,36:113,24:101,+,0.128
1926,36:113,24:101,+,0.15
1927,36:113,24:101,+,0.12
1928,36:113,24:101,+,0.13
1929,36:113,24:101,+,0.102
1930,18:60,24:101,+,0.093
1931,18:60,24:101,+,0.088
1932,18:60,24:101,+,0.085
1933,18:60,24:101,+,0.079
1934,18:60,24:101,+,0.113
1935,18:60,24:101,+,0.093
1936,18:60,24:101,+,0.101
1937,18:60,24:101,+,0.08
1938,18:60,24:101,+,0.116
1939,18:60,24:101,+,0.076
1940,18:60,24:101,+,0.071
1941,4:43,24:101,+,0.072
1942,4:43,24:101,+,0.098
1943,4:43,24:101,+,0.084
1944,4:43,49:231,+,0.064
1945,4:43,24:101,+,0.096
1946,4:43,24:101,+,0.099
1947,4:43,24:101,+,0.086
1948,4:43,24:101,+,0.061
1949,4:43,6:45,+,0.064
1950,4:43,24:101,+,0.071
1951,4:43,24:101,+,0.099
1952,12:52,24:101,+,0.104
1953,12:52,24:101,+,0.086
1954,12:52,24:101,+,0.124
1955,12:52,24:101,+,0.093
1956,12:52,24:101,+,0.072
1957,12:52,24:101,+,0.117
1958,12:52,24:101,+,0.12
1959,12:52,24:101,+,0.09
1960,12:52,24:101,+,0.114
1961,12:52,24:101,+,0.119
1962,12:52,24:101,+,0.117
1963,12:52,24:101,+,0.076
1964,12:52,24:101,+,0.11
1965,12:52,24:101,+,0.086
1966,12:52,24:101,+,0.098
1967,12:52,24:101,+,0.112
1968,12:52,24:101,+,0.085
1969,22:99,24:101,+,0.131
1970,22:99,24:101,+,0.147
1971,22:99,24:101,+,0.121
1972,22:99,24:101,+,0.116
1973,22:99,24:101,+,0.1
1974,22:99,24:101,+,0.131
1975,22:99,24:101,+,0.117
1976,22:99,24:101,+,0.123
1977,22:99,24:101,+,0.097
1978,22:99,24:101,+,0.156
1979,22:99,24:101,+,0.141
1980,22:99,24:101,+,0.134
1981,22:99,24:101,+,0.122
1982,22:99,24:101,+,0.11
1983,22:99,24:101,+,0.155
1984,22:99,24:101,+,0.084
1985,22:99,24:101,+,0.108
1986,22:99,24:101,+,0.135
1987,22:99,24:101,+,0.101
1988,22:99,24:101,+,0.138
1989,22:99,24:101,+,0.094
1990,22:99,24:101,+,0.129
1991,22:99,24:101,+,0.139
1992,22:99,24:101,+,0.133
1993,22:99,24:101,+,0.082
1994,22:99,24:101,+,0.13
1995,22:99,24:101,+,0.121
1996,22:99,24:101,+,0.093
1997,22:99,24:101,+,0.12
1998,22:99,24:101,+,0.141
1999,22:99,24:101,+,0.097
2000,22:99,24:101,+,0.146
2001,22:99,24:101,+,0.133
2002,22:99,24:101,+,0.122
2003,22:99,24:101,+,0.119
2004,22:99,18:60,+,0.178
2005,22:99,24:101,+,0.092
2006,22:99,24:101,+,0.144
2007,22:99,24:101,+,0.13
2008,22:99,24:101,+,0.17
2009,22:99,24:101,+,0.135
2010,22:99,24:101,+,0.097
2011,22:99,24:101,+,0.132
2012,22:99,24:101,+,0.109
2013,22:99,24:101,+,0.098
2014,22:99,24:101,+,0.105
2015,22:99,24:101,+,0.117
2016,22:99,24:101,+,0.099
2017,22:99,24:101,+,0.128
2018,22:99,24:101,+,0.136
2019,22:99,24:101,+,0.14
2020,22:99,24:101,+,0.154
2021,22:99,24:101,+,0.118
2022,22:99,24:101,+,0.173
2023,22:99,24:101,+,0.144
2024,22:99,24:101,+,0.131
2025,22:99,24:101,+,0.147
2026,22:99,24:101,+,0.102
2027,22:99,24:101,+,0.125
2028,22:99,24:101,+,0.098
2029,22:99,24:101,+,0.121
2030,22:99,24:101,+,0.131
2031,22:99,24:101,+,0.132
2032,22:99,24:101,+,0.114
2033,22:99,24:101,+,0.11
2034,22:99,20:97,+,0.102
2035,22:99,24:101,+,0.098
2036,22:99,24:101,+,0.14
2037,22:99,24:101,+,0.109
2038,22:99,24:101,+,0.107
2039,22:99,24:101,+,0.142
2040,5:44,24:101,+,0.093
2041,5:44,24:101,+,0.108
2042,5:44,24:101,+,0.117
2043,5:44,24:101,+,0.123
2044,5:44,24:101,+,0.097
